START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE,hour,weekday,month,day_type,part_of_day
16/06/2016 14:42,16/06/2016 14:46,Business,Metairie,Kenner,2.7,Personal,14,Thursday,6,Weekday,Afternoon
16/06/2016 15:17,16/06/2016 15:41,Business,Kenner,New Orleans,15,Personal,15,Thursday,6,Weekday,Afternoon
16/06/2016 19:39,16/06/2016 19:56,Business,New Orleans,Kenner,12.9,Personal,19,Thursday,6,Weekday,Evening
16/06/2016 21:43,16/06/2016 21:56,Business,Kenner,New Orleans,13.6,Personal,21,Thursday,6,Weekday,Night
17/06/2016 16:11,17/06/2016 16:44,Business,New Orleans,Kenner,12.2,Personal,16,Friday,6,Weekday,Afternoon
19/06/2016 2:39,19/06/2016 2:50,Business,Cary,Raleigh,6,Personal,2,Sunday,6,Weekend,Late Night
19/06/2016 5:51,19/06/2016 6:00,Business,Raleigh,Cary,5.9,Personal,5,Sunday,6,Weekend,Late Night
21/06/2016 15:39,21/06/2016 16:08,Business,Cary,Raleigh,19.3,Personal,15,Tuesday,6,Weekday,Afternoon
21/06/2016 17:11,21/06/2016 18:02,Business,Raleigh,Cary,16.6,Meal/Entertain,17,Tuesday,6,Weekday,Evening
24/06/2016 10:41,24/06/2016 10:57,Business,Whitebridge,Waverly Place,7.1,Meal/Entertain,10,Friday,6,Weekday,Morning
24/06/2016 11:54,24/06/2016 12:01,Business,Waverly Place,Macgregor Downs,2.1,Meal/Entertain,11,Friday,6,Weekday,Morning
24/06/2016 12:19,24/06/2016 12:37,Business,Cary,Raleigh,8.6,Errand/Supplies,12,Friday,6,Weekday,Afternoon
24/06/2016 12:50,24/06/2016 13:12,Business,Raleigh,Morrisville,9,Errand/Supplies,12,Friday,6,Weekday,Afternoon
24/06/2016 13:18,24/06/2016 13:27,Business,Morrisville,Cary,3.1,Errand/Supplies,13,Friday,6,Weekday,Afternoon
24/06/2016 14:01,24/06/2016 14:20,Business,Cary,Morrisville,8.4,Temporary Site,14,Friday,6,Weekday,Afternoon
24/06/2016 20:44,24/06/2016 21:02,Business,Kenner,New Orleans,12.8,Personal,20,Friday,6,Weekday,Evening
25/06/2016 9:03,25/06/2016 9:12,Business,CBD,Bywater,4.5,Personal,9,Saturday,6,Weekend,Morning
25/06/2016 9:15,25/06/2016 10:08,Business,New Orleans,Chalmette,11.8,Between Offices,9,Saturday,6,Weekend,Morning
25/06/2016 10:18,25/06/2016 10:25,Business,Chalmette,Arabi,1.1,Errand/Supplies,10,Saturday,6,Weekend,Morning
25/06/2016 10:50,25/06/2016 11:18,Business,Arabi,Metairie,17,Meal/Entertain,10,Saturday,6,Weekend,Morning
25/06/2016 11:25,25/06/2016 11:34,Business,Pontchartrain Shores,Pontchartrain Shores,1.7,Meeting,11,Saturday,6,Weekend,Morning
25/06/2016 11:53,25/06/2016 13:21,Business,Metairie,New Orleans,15.5,Meeting,11,Saturday,6,Weekend,Morning
25/06/2016 19:47,25/06/2016 19:58,Business,Storyville,Marigny,1.6,Personal,19,Saturday,6,Weekend,Evening
25/06/2016 23:19,25/06/2016 23:26,Business,Marigny,Storyville,1.5,Personal,23,Saturday,6,Weekend,Night
26/06/2016 17:43,26/06/2016 18:18,Business,New Orleans,Kenner,12.6,Meeting,17,Sunday,6,Weekend,Evening
26/06/2016 18:45,26/06/2016 19:12,Business,Pontchartrain Shores,Pontchartrain Shores,4.8,Personal,18,Sunday,6,Weekend,Evening
26/06/2016 19:41,26/06/2016 19:50,Business,Kenner,Kenner,2.2,Personal,19,Sunday,6,Weekend,Evening
26/06/2016 21:14,26/06/2016 21:42,Business,Kenner,New Orleans,13,Personal,21,Sunday,6,Weekend,Night
27/06/2016 7:37,27/06/2016 8:48,Business,New Orleans,Covington,46.9,Personal,7,Monday,6,Weekday,Morning
27/06/2016 8:51,27/06/2016 9:00,Business,Covington,Covington,2.5,Personal,8,Monday,6,Weekday,Morning
27/06/2016 9:05,27/06/2016 9:33,Business,Covington,Covington,8.6,Personal,9,Monday,6,Weekday,Morning
27/06/2016 9:43,27/06/2016 10:08,Business,Covington,Covington,5.2,Personal,9,Monday,6,Weekday,Morning
27/06/2016 10:22,27/06/2016 10:39,Business,Covington,Covington,7.6,Personal,10,Monday,6,Weekday,Morning
27/06/2016 10:51,27/06/2016 10:58,Business,Covington,Covington,1.8,Personal,10,Monday,6,Weekday,Morning
27/06/2016 11:06,27/06/2016 11:24,Business,Covington,Mandeville,4.7,Personal,11,Monday,6,Weekday,Morning
27/06/2016 11:30,27/06/2016 11:42,Business,Mandeville,Mandeville,2.8,Personal,11,Monday,6,Weekday,Morning
27/06/2016 12:22,27/06/2016 13:02,Business,Mandeville,Metairie,30,Personal,12,Monday,6,Weekday,Afternoon
27/06/2016 13:56,27/06/2016 14:05,Business,Metairie,Kenner,4.4,Personal,13,Monday,6,Weekday,Afternoon
27/06/2016 21:09,27/06/2016 21:19,Business,Jamestown Court,Jamestown Court,1,Personal,21,Monday,6,Weekday,Night
28/06/2016 20:13,28/06/2016 20:33,Business,Cary,Durham,10.4,Meeting,20,Tuesday,6,Weekday,Evening
28/06/2016 23:34,28/06/2016 23:59,Business,Durham,Cary,9.9,Meeting,23,Tuesday,6,Weekday,Night
28/06/2016 23:34,28/06/2016 23:59,Business,Durham,Cary,9.9,Meeting,23,Tuesday,6,Weekday,Night
29/06/2016 8:56,29/06/2016 9:24,Business,Cary,Morrisville,7.3,Personal,8,Wednesday,6,Weekday,Morning
29/06/2016 10:22,29/06/2016 10:38,Business,Morrisville,Cary,7.4,Personal,10,Wednesday,6,Weekday,Morning
29/06/2016 11:49,29/06/2016 11:51,Business,Whitebridge,Westpark Place,1.6,Personal,11,Wednesday,6,Weekday,Morning
29/06/2016 12:11,29/06/2016 12:16,Business,Westpark Place,Whitebridge,1.8,Personal,12,Wednesday,6,Weekday,Afternoon
29/06/2016 20:11,29/06/2016 20:29,Business,Cary,Durham,10.4,Meeting,20,Wednesday,6,Weekday,Evening
29/06/2016 23:38,30/06/2016 0:00,Business,Durham,Cary,9.9,Meeting,23,Wednesday,6,Weekday,Night
30/06/2016 20:09,30/06/2016 20:26,Business,Cary,Durham,9.9,Meeting,20,Thursday,6,Weekday,Evening
01/07/2016 9:34,01/07/2016 9:57,Business,Cary,Raleigh,13.3,Meeting,9,Friday,7,Weekday,Morning
01/07/2016 12:36,01/07/2016 13:00,Business,Raleigh,Cary,11.3,Meeting,12,Friday,7,Weekday,Afternoon
01/07/2016 20:06,01/07/2016 20:24,Business,Cary,Durham,10.5,Meeting,20,Friday,7,Weekday,Evening
01/07/2016 23:48,02/07/2016 0:09,Business,Durham,Cary,9.9,Meeting,23,Friday,7,Weekday,Night
02/07/2016 20:18,02/07/2016 20:36,Business,Cary,Durham,10.1,Meeting,20,Saturday,7,Weekend,Evening
02/07/2016 23:48,03/07/2016 0:12,Business,Durham,Cary,9.9,Meeting,23,Saturday,7,Weekend,Night
03/07/2016 3:02,03/07/2016 3:08,Business,Morrisville,Cary,3.1,Errand/Supplies,3,Sunday,7,Weekend,Late Night
03/07/2016 20:00,03/07/2016 20:18,Business,Cary,Durham,9.9,Meeting,20,Sunday,7,Weekend,Evening
04/07/2016 17:31,04/07/2016 17:49,Business,Whitebridge,Summerwinds,8.8,Meeting,17,Monday,7,Weekday,Evening
04/07/2016 18:23,04/07/2016 18:49,Business,Summerwinds,Whitebridge,8.7,Temporary Site,18,Monday,7,Weekday,Evening
04/07/2016 20:00,04/07/2016 20:17,Business,Cary,Durham,11.8,Meeting,20,Monday,7,Weekday,Evening
05/07/2016 16:48,05/07/2016 16:52,Business,Whitebridge,Whitebridge,0.6,Errand/Supplies,16,Tuesday,7,Weekday,Afternoon
05/07/2016 20:06,05/07/2016 20:26,Business,Cary,Durham,9.9,Personal,20,Tuesday,7,Weekday,Evening
05/07/2016 22:41,05/07/2016 23:02,Business,Durham,Morrisville,8.6,Personal,22,Tuesday,7,Weekday,Night
06/07/2016 9:06,06/07/2016 9:25,Business,Cary,Durham,9.9,Meeting,9,Wednesday,7,Weekday,Morning
06/07/2016 12:48,06/07/2016 13:08,Business,Durham,Cary,9.9,Personal,12,Wednesday,7,Weekday,Afternoon
06/07/2016 20:04,06/07/2016 20:14,Business,Cary,Morrisville,3.3,Meal/Entertain,20,Wednesday,7,Weekday,Evening
06/07/2016 23:46,06/07/2016 23:59,Business,Morrisville,Cary,3.1,Customer Visit,23,Wednesday,7,Weekday,Night
07/07/2016 8:22,07/07/2016 8:50,Business,Cary,Morrisville,7.9,Temporary Site,8,Thursday,7,Weekday,Morning
07/07/2016 10:27,07/07/2016 10:33,Business,Morrisville,Cary,8.9,Personal,10,Thursday,7,Weekday,Morning
07/07/2016 12:59,07/07/2016 13:35,Business,Kenner,New Orleans,12.8,Personal,12,Thursday,7,Weekday,Afternoon
08/07/2016 9:50,08/07/2016 10:13,Business,CBD,Pontchartrain Beach,7.7,Personal,9,Friday,7,Weekday,Morning
08/07/2016 10:51,08/07/2016 11:12,Business,Pontchartrain Beach,CBD,7,Personal,10,Friday,7,Weekday,Morning
08/07/2016 13:48,08/07/2016 14:11,Business,New Orleans,Metairie,12.5,Personal,13,Friday,7,Weekday,Afternoon
08/07/2016 17:11,08/07/2016 17:30,Business,Kenner,New Orleans,13.2,Personal,17,Friday,7,Weekday,Evening
09/07/2016 9:03,09/07/2016 9:46,Business,New Orleans,Kenner,13,Personal,9,Saturday,7,Weekend,Morning
09/07/2016 9:52,09/07/2016 10:06,Business,Kenner,Metairie,4.9,Personal,9,Saturday,7,Weekend,Morning
09/07/2016 10:15,09/07/2016 10:33,Business,Metairie,New Orleans,8.5,Personal,10,Saturday,7,Weekend,Morning
10/07/2016 14:10,10/07/2016 14:17,Business,CBD,St Thomas,1.3,Personal,14,Sunday,7,Weekend,Afternoon
10/07/2016 16:04,10/07/2016 16:15,Business,St Thomas,CBD,1.8,Personal,16,Sunday,7,Weekend,Afternoon
10/07/2016 18:05,10/07/2016 18:21,Business,New Orleans,Kenner,13.6,Personal,18,Sunday,7,Weekend,Evening
10/07/2016 19:51,10/07/2016 20:08,Business,Kenner,New Orleans,13.4,Personal,19,Sunday,7,Weekend,Evening
12/07/2016 16:10,12/07/2016 16:45,Business,New Orleans,Kenner,12.3,Personal,16,Tuesday,7,Weekday,Afternoon
12/07/2016 19:21,12/07/2016 19:26,Personal,Kenner,Kenner,1.4,Personal,19,Tuesday,7,Weekday,Evening
12/07/2016 23:47,13/07/2016 0:11,Personal,Morrisville,Cary,8.7,Personal,23,Tuesday,7,Weekday,Night
13/07/2016 12:39,13/07/2016 13:20,Personal,Cary,Morrisville,23.5,Personal,12,Wednesday,7,Weekday,Afternoon
13/07/2016 13:25,13/07/2016 13:39,Personal,Morrisville,Morrisville,2.2,Personal,13,Wednesday,7,Weekday,Afternoon
13/07/2016 13:42,13/07/2016 13:54,Personal,Morrisville,Cary,4.4,Personal,13,Wednesday,7,Weekday,Afternoon
14/07/2016 15:51,14/07/2016 15:59,Personal,Cary,Morrisville,3.3,Personal,15,Thursday,7,Weekday,Afternoon
14/07/2016 16:03,14/07/2016 16:34,Business,Morrisville,Morrisville,11.8,Errand/Supplies,16,Thursday,7,Weekday,Afternoon
14/07/2016 16:39,14/07/2016 20:05,Business,Morrisville,Banner Elk,195.3,Personal,16,Thursday,7,Weekday,Afternoon
15/07/2016 11:32,15/07/2016 11:53,Personal,Banner Elk,Banner Elk,8.3,Personal,11,Friday,7,Weekday,Morning
15/07/2016 12:09,15/07/2016 12:19,Personal,Banner Elk,Banner Elk,3.2,Personal,12,Friday,7,Weekday,Afternoon
15/07/2016 12:35,15/07/2016 13:15,Personal,Banner Elk,Elk Park,22.4,Personal,12,Friday,7,Weekday,Afternoon
15/07/2016 15:03,15/07/2016 15:33,Personal,Elk Park,Banner Elk,12.2,Personal,15,Friday,7,Weekday,Afternoon
15/07/2016 15:40,15/07/2016 15:52,Personal,Banner Elk,Banner Elk,4.5,Personal,15,Friday,7,Weekday,Afternoon
16/07/2016 13:14,16/07/2016 14:10,Personal,Banner Elk,Newland,28.1,Personal,13,Saturday,7,Weekend,Afternoon
16/07/2016 14:14,16/07/2016 14:30,Personal,Newland,Newland,3.8,Personal,14,Saturday,7,Weekend,Afternoon
16/07/2016 15:29,16/07/2016 16:57,Personal,Newland,Boone,41.9,Personal,15,Saturday,7,Weekend,Afternoon
16/07/2016 19:42,16/07/2016 20:35,Personal,Boone,Banner Elk,23.8,Personal,19,Saturday,7,Weekend,Evening
16/07/2016 21:45,16/07/2016 22:18,Personal,Banner Elk,Banner Elk,13,Personal,21,Saturday,7,Weekend,Night
16/07/2016 22:50,16/07/2016 23:03,Business,Banner Elk,Banner Elk,4.4,Errand/Supplies,22,Saturday,7,Weekend,Night
17/07/2016 11:23,17/07/2016 11:50,Personal,Banner Elk,Boone,15.1,Charity ($),11,Sunday,7,Weekend,Morning
17/07/2016 12:20,17/07/2016 15:25,Personal,Boone,Cary,180.2,Commute,12,Sunday,7,Weekend,Afternoon
18/07/2016 10:37,18/07/2016 10:49,Personal,Cary,Morrisville,4.1,Moving,10,Monday,7,Weekday,Morning
18/07/2016 10:54,18/07/2016 11:15,Personal,Morrisville,Cary,6.1,Moving,10,Monday,7,Weekday,Morning
18/07/2016 11:25,18/07/2016 11:36,Personal,Northwoods,Preston,3.3,Moving,11,Monday,7,Weekday,Morning
18/07/2016 11:40,18/07/2016 11:56,Personal,Preston,Whitebridge,4.7,Moving,11,Monday,7,Weekday,Morning
18/07/2016 17:12,18/07/2016 17:33,Business,Cary,Apex,7.2,Meeting,17,Monday,7,Weekday,Evening
18/07/2016 18:32,18/07/2016 18:47,Business,Apex,Cary,5.5,Meal/Entertain,18,Monday,7,Weekday,Evening
18/07/2016 19:07,18/07/2016 19:14,Business,Cary,Morrisville,3.3,Meal/Entertain,19,Monday,7,Weekday,Evening
18/07/2016 20:28,18/07/2016 20:32,Business,Hazelwood,Weston,0.9,Errand/Supplies,20,Monday,7,Weekday,Evening
18/07/2016 21:11,18/07/2016 21:19,Business,Morrisville,Cary,3.8,Meal/Entertain,21,Monday,7,Weekday,Night
19/07/2016 10:35,19/07/2016 10:51,Business,Whitebridge,Stonewater,6.4,Customer Visit,10,Tuesday,7,Weekday,Morning
19/07/2016 10:56,19/07/2016 11:11,Business,Stonewater,Lexington Park at Amberly,3,Meeting,10,Tuesday,7,Weekday,Morning
19/07/2016 11:30,19/07/2016 12:00,Business,Lexington Park at Amberly,Whitebridge,8.7,Meal/Entertain,11,Tuesday,7,Weekday,Morning
19/07/2016 17:14,19/07/2016 17:24,Business,Whitebridge,Chessington,3.9,Errand/Supplies,17,Tuesday,7,Weekday,Evening
19/07/2016 17:50,19/07/2016 18:08,Personal,Chessington,Whitebridge,4.8,Personal,17,Tuesday,7,Weekday,Evening
20/07/2016 17:12,20/07/2016 17:24,Personal,Whitebridge,Edgehill Farms,2.8,Personal,17,Wednesday,7,Weekday,Evening
20/07/2016 17:50,20/07/2016 17:57,Personal,Edgehill Farms,Preston,1.4,Personal,17,Wednesday,7,Weekday,Evening
20/07/2016 18:16,20/07/2016 18:20,Personal,Preston,Whitebridge,1.4,Personal,18,Wednesday,7,Weekday,Evening
21/07/2016 17:17,21/07/2016 17:23,Business,Whitebridge,Edgehill Farms,2.7,Personal,17,Thursday,7,Weekday,Evening
21/07/2016 17:42,21/07/2016 17:51,Business,Edgehill Farms,Burtrose,2.3,Personal,17,Thursday,7,Weekday,Evening
21/07/2016 18:27,21/07/2016 18:42,Business,Cary,Morrisville,3.7,Personal,18,Thursday,7,Weekday,Evening
21/07/2016 19:30,21/07/2016 19:39,Business,Morrisville,Cary,2.9,Personal,19,Thursday,7,Weekday,Evening
22/07/2016 10:42,22/07/2016 10:53,Business,Cary,Morrisville,3.8,Personal,10,Friday,7,Weekday,Morning
22/07/2016 11:11,22/07/2016 11:25,Business,Morrisville,Cary,5.1,Personal,11,Friday,7,Weekday,Morning
22/07/2016 11:37,22/07/2016 12:00,Business,Hazelwood,Lexington Park at Amberly,9.1,Personal,11,Friday,7,Weekday,Morning
22/07/2016 12:14,22/07/2016 12:31,Business,Cary,Durham,8,Personal,12,Friday,7,Weekday,Afternoon
22/07/2016 13:21,22/07/2016 13:42,Business,Durham,Cary,9.9,Meeting,13,Friday,7,Weekday,Afternoon
22/07/2016 14:27,22/07/2016 14:43,Business,Cary,Morrisville,6.1,Meal/Entertain,14,Friday,7,Weekday,Afternoon
22/07/2016 15:49,22/07/2016 16:22,Business,Morrisville,Cary,12.2,Personal,15,Friday,7,Weekday,Afternoon
22/07/2016 18:33,22/07/2016 18:51,Business,Wayne Ridge,Whitebridge,8,Personal,18,Friday,7,Weekday,Evening
23/07/2016 14:27,23/07/2016 14:44,Business,Cary,Morrisville,4,Personal,14,Saturday,7,Weekend,Afternoon
23/07/2016 14:48,23/07/2016 15:12,Business,Morrisville,Cary,9.5,Personal,14,Saturday,7,Weekend,Afternoon
23/07/2016 15:15,23/07/2016 15:27,Business,Cary,Morrisville,3,Personal,15,Saturday,7,Weekend,Afternoon
23/07/2016 15:50,23/07/2016 16:10,Business,Morrisville,Cary,6.3,Personal,15,Saturday,7,Weekend,Afternoon
23/07/2016 20:17,23/07/2016 20:33,Business,Cary,Durham,10.4,Meeting,20,Saturday,7,Weekend,Evening
23/07/2016 23:18,23/07/2016 23:43,Business,Durham,Cary,9.9,Meeting,23,Saturday,7,Weekend,Night
25/07/2016 10:35,25/07/2016 10:41,Business,Whitebridge,Parkway,1.5,Personal,10,Monday,7,Weekday,Morning
25/07/2016 10:47,25/07/2016 10:58,Business,Cary,Morrisville,4.9,Personal,10,Monday,7,Weekday,Morning
25/07/2016 11:04,25/07/2016 11:33,Business,Morrisville,Cary,7.9,Personal,11,Monday,7,Weekday,Morning
25/07/2016 11:37,25/07/2016 11:44,Business,Parkway,Whitebridge,1.7,Personal,11,Monday,7,Weekday,Morning
26/07/2016 15:43,26/07/2016 15:49,Business,Whitebridge,Westpark Place,2.2,Personal,15,Tuesday,7,Weekday,Afternoon
26/07/2016 17:14,26/07/2016 17:24,Business,Westpark Place,Whitebridge,2.1,Personal,17,Tuesday,7,Weekday,Evening
26/07/2016 20:52,26/07/2016 21:00,Business,Cary,Morrisville,2.5,Meal/Entertain,20,Tuesday,7,Weekday,Evening
26/07/2016 22:31,26/07/2016 22:39,Business,Morrisville,Cary,2.5,Meal/Entertain,22,Tuesday,7,Weekday,Night
27/07/2016 19:08,27/07/2016 19:20,Business,Cary,Morrisville,2.8,Personal,19,Wednesday,7,Weekday,Evening
27/07/2016 21:34,27/07/2016 21:57,Business,Morrisville,Raleigh,14.7,Personal,21,Wednesday,7,Weekday,Night
27/07/2016 22:00,27/07/2016 22:26,Business,Raleigh,Morrisville,14.6,Personal,22,Wednesday,7,Weekday,Night
29/07/2016 15:45,29/07/2016 15:47,Business,Whitebridge,Westpark Place,2.2,Personal,15,Friday,7,Weekday,Afternoon
29/07/2016 17:27,29/07/2016 17:45,Business,Westpark Place,Whitebridge,2.2,Meal/Entertain,17,Friday,7,Weekday,Evening
30/07/2016 17:02,30/07/2016 17:27,Business,Cary,Durham,14,Personal,17,Saturday,7,Weekend,Evening
30/07/2016 21:16,30/07/2016 21:41,Business,Durham,Cary,13.3,Personal,21,Saturday,7,Weekend,Night
31/07/2016 17:30,31/07/2016 17:37,Business,Westpark Place,Whitebridge,1.8,Personal,17,Sunday,7,Weekend,Evening
01/08/2016 12:47,01/08/2016 13:04,Business,Whitebridge,Arlington Park at Amberly,6.2,Personal,12,Monday,8,Weekday,Afternoon
01/08/2016 13:08,01/08/2016 13:19,Business,Arlington Park at Amberly,Lexington Park at Amberly,1.3,Personal,13,Monday,8,Weekday,Afternoon
01/08/2016 13:28,01/08/2016 13:46,Business,Lexington Park at Amberly,Westpark Place,1.9,Personal,13,Monday,8,Weekday,Afternoon
01/08/2016 13:52,01/08/2016 14:14,Business,Cary,Apex,6.9,Personal,13,Monday,8,Weekday,Afternoon
01/08/2016 15:40,01/08/2016 15:47,Business,Apex,Cary,4.6,Personal,15,Monday,8,Weekday,Afternoon
01/08/2016 16:18,01/08/2016 16:25,Business,Whitebridge,Edgehill Farms,2.8,Personal,16,Monday,8,Weekday,Afternoon
01/08/2016 16:29,01/08/2016 16:59,Business,Cary,Morrisville,9.1,Personal,16,Monday,8,Weekday,Afternoon
01/08/2016 17:23,01/08/2016 17:55,Business,Morrisville,Cary,8.1,Personal,17,Monday,8,Weekday,Evening
02/08/2016 8:11,02/08/2016 8:32,Business,Cary,Morrisville,8.4,Meeting,8,Tuesday,8,Weekday,Morning
02/08/2016 11:51,02/08/2016 12:15,Business,Arlington,Washington,4.9,Personal,11,Tuesday,8,Weekday,Morning
02/08/2016 19:15,02/08/2016 19:23,Business,Kalorama Triangle,K Street,1,Personal,19,Tuesday,8,Weekday,Evening
02/08/2016 21:23,02/08/2016 21:29,Business,K Street,Kalorama Triangle,1,Personal,21,Tuesday,8,Weekday,Night
03/08/2016 12:46,03/08/2016 13:00,Business,West End,Northwest Rectangle,2,Personal,12,Wednesday,8,Weekday,Afternoon
03/08/2016 14:59,03/08/2016 15:03,Business,K Street,Kalorama Triangle,1.1,Personal,14,Wednesday,8,Weekday,Afternoon
03/08/2016 16:00,03/08/2016 16:04,Business,Kalorama Triangle,Downtown,1.5,Personal,16,Wednesday,8,Weekday,Afternoon
05/08/2016 17:23,05/08/2016 17:30,Business,Connecticut Avenue,Kalorama Triangle,1.3,Personal,17,Friday,8,Weekday,Evening
05/08/2016 18:17,05/08/2016 18:21,Business,Kalorama Triangle,Columbia Heights,1.8,Personal,18,Friday,8,Weekday,Evening
05/08/2016 19:17,05/08/2016 19:27,Business,Columbia Heights,Kalorama Triangle,1.5,Personal,19,Friday,8,Weekday,Evening
06/08/2016 6:40,06/08/2016 6:58,Business,Washington,Arlington,6.6,Personal,6,Saturday,8,Weekend,Morning
06/08/2016 9:31,06/08/2016 9:53,Business,Morrisville,Cary,8,Personal,9,Saturday,8,Weekend,Morning
07/08/2016 17:14,07/08/2016 17:23,Business,Whitebridge,Edgehill Farms,2.7,Personal,17,Sunday,8,Weekend,Evening
07/08/2016 17:28,07/08/2016 17:43,Business,Edgehill Farms,Whitebridge,2.7,Customer Visit,17,Sunday,8,Weekend,Evening
07/08/2016 18:17,07/08/2016 18:23,Business,Cary,Morrisville,2.5,Personal,18,Sunday,8,Weekend,Evening
07/08/2016 20:15,07/08/2016 20:23,Business,Morrisville,Cary,2.5,Meal/Entertain,20,Sunday,8,Weekend,Evening
08/08/2016 16:17,08/08/2016 16:31,Business,Whitebridge,Farmington Woods,5.2,Personal,16,Monday,8,Weekday,Afternoon
08/08/2016 16:37,08/08/2016 16:50,Business,Farmington Woods,Edgehill Farms,4,Personal,16,Monday,8,Weekday,Afternoon
08/08/2016 17:02,08/08/2016 17:13,Business,Edgehill Farms,Whitebridge,2.7,Customer Visit,17,Monday,8,Weekday,Evening
08/08/2016 21:50,08/08/2016 22:15,Business,Cary,Morrisville,4.8,Personal,21,Monday,8,Weekday,Night
08/08/2016 23:28,08/08/2016 23:37,Business,Morrisville,Cary,3.2,Customer Visit,23,Monday,8,Weekday,Night
09/08/2016 14:20,09/08/2016 14:38,Business,Whitebridge,Waverly Place,6.9,Personal,14,Tuesday,8,Weekday,Afternoon
09/08/2016 15:15,09/08/2016 15:36,Business,Cary,Raleigh,14.9,Personal,15,Tuesday,8,Weekday,Afternoon
09/08/2016 16:04,09/08/2016 16:37,Business,Raleigh,Cary,17.4,Personal,16,Tuesday,8,Weekday,Afternoon
10/08/2016 16:56,10/08/2016 17:24,Business,Cary,Durham,12.9,Personal,16,Wednesday,8,Weekday,Afternoon
10/08/2016 17:53,10/08/2016 18:28,Business,Durham,Apex,15.3,Personal,17,Wednesday,8,Weekday,Evening
10/08/2016 18:49,10/08/2016 18:50,Business,Apex,Apex,1,Personal,18,Wednesday,8,Weekday,Evening
10/08/2016 19:47,10/08/2016 20:02,Business,Apex,Cary,6,Personal,19,Wednesday,8,Weekday,Evening
11/08/2016 12:53,11/08/2016 13:00,Business,Whitebridge,Heritage Pines,2.2,Personal,12,Thursday,8,Weekday,Afternoon
11/08/2016 13:14,11/08/2016 13:28,Business,Heritage Pines,Edgehill Farms,4.4,Personal,13,Thursday,8,Weekday,Afternoon
11/08/2016 13:32,11/08/2016 13:42,Business,Edgehill Farms,Whitebridge,2.8,Personal,13,Thursday,8,Weekday,Afternoon
11/08/2016 18:37,11/08/2016 19:29,Business,Cary,Wake Forest,31.7,Personal,18,Thursday,8,Weekday,Evening
11/08/2016 20:59,11/08/2016 21:44,Business,Wake Forest,Cary,31.9,Personal,20,Thursday,8,Weekday,Evening
12/08/2016 18:49,12/08/2016 18:52,Business,Whitebridge,Westpark Place,1.9,Personal,18,Friday,8,Weekday,Evening
12/08/2016 18:56,12/08/2016 19:05,Business,Westpark Place,Whitebridge,1.8,Personal,18,Friday,8,Weekday,Evening
13/08/2016 15:35,13/08/2016 15:58,Business,Cary,Morrisville,8.4,Meeting,15,Saturday,8,Weekend,Afternoon
15/08/2016 9:05,15/08/2016 9:52,Business,R?walpindi, Santa Monica,15.6,Personal,9,Monday,8,Weekday,Morning
15/08/2016 15:20,15/08/2016 15:47,Business,Los Angeles, Santa Monica,14.1,Personal,15,Monday,8,Weekday,Afternoon
15/08/2016 16:52,15/08/2016 17:30,Business,Los Angeles, Santa Monica,15.7,Personal,16,Monday,8,Weekday,Afternoon
15/08/2016 19:08,15/08/2016 20:30,Business,Los Angeles, Santa Monica,25.9,Temporary Site,19,Monday,8,Weekday,Evening
16/08/2016 7:58,16/08/2016 8:11,Business,Los Angeles, Santa Monica,7.9,Personal,7,Tuesday,8,Weekday,Morning
16/08/2016 8:16,16/08/2016 8:23,Business,Los Angeles, Santa Monica,2.7,Personal,8,Tuesday,8,Weekday,Morning
16/08/2016 8:46,16/08/2016 8:53,Business,Los Angeles, Santa Monica,5.5,Personal,8,Tuesday,8,Weekday,Morning
16/08/2016 15:13,16/08/2016 15:36,Business,Los Angeles, Santa Monica,16.2,Personal,15,Tuesday,8,Weekday,Afternoon
17/08/2016 10:17,17/08/2016 10:41,Business,Los Angeles, Santa Monica,2.6,Personal,10,Wednesday,8,Weekday,Morning
17/08/2016 10:57,17/08/2016 11:20,Business,Los Angeles, Santa Monica,12.1,Personal,10,Wednesday,8,Weekday,Morning
17/08/2016 14:45,17/08/2016 14:50,Business,Los Angeles,R?walpindi,1.4,Personal,14,Wednesday,8,Weekday,Afternoon
17/08/2016 16:54,17/08/2016 17:00,Business,Los Angeles, Santa Monica,5.3,Personal,16,Wednesday,8,Weekday,Afternoon
17/08/2016 17:05,17/08/2016 17:34,Business,Los Angeles, Santa Monica,5.5,Personal,17,Wednesday,8,Weekday,Evening
17/08/2016 18:38,17/08/2016 18:57,Business,Los Angeles, Santa Monica,7.7,Temporary Site,18,Wednesday,8,Weekday,Evening
18/08/2016 18:40,18/08/2016 19:07,Business,Los Angeles, Santa Monica,7.6,Temporary Site,18,Thursday,8,Weekday,Evening
19/08/2016 8:24,19/08/2016 8:45,Business,Los Angeles,Noorpur Shahan,7.6,Personal,8,Friday,8,Weekday,Morning
19/08/2016 10:57,19/08/2016 11:06,Business,R?walpindi, Santa Monica,2,Personal,10,Friday,8,Weekday,Morning
21/08/2016 10:00,21/08/2016 10:29,Business,Los Angeles, Santa Monica,7.6,Airport/Travel,10,Sunday,8,Weekend,Morning
21/08/2016 14:05,21/08/2016 14:34,Business,Los Angeles, Santa Monica,7.7,Personal,14,Sunday,8,Weekend,Afternoon
22/08/2016 15:14,22/08/2016 15:49,Business,Los Angeles, Santa Monica,19,Personal,15,Monday,8,Weekday,Afternoon
